exp_id	model_key	window	stride	weight_mode	data_jsonl	model_dir	n_windows	variant	threshold	bp_tp	bp_fp	bp_fn	bp_tn	bp_precision	bp_recall	bp_f1	bp_positive_rate_true	bp_positive_rate_pred	bp_n	true_segments	pred_segments	segment_tp	segment_fp	segment_fn	segment_precision_iou50	segment_recall_iou50	segment_f1_iou50	mean_matched_iou	boundary_precision_100bp	boundary_recall_100bp	boundary_f1_100bp	median_boundary_error_bp	mean_pred_fragments_per_true_te	median_pred_fragments_per_true_te	split_true_te_rate	missed_true_te_rate	pred_short_fragment_rate	mean_pred_segment_len	chrom	path	threshold_dir
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	raw_threshold	0.35	3506131.0	280312.0	193989.0	3394416.0	0.9259695709139157	0.9475722409002951	0.9366463622893443	0.5017215270063872	0.5134265818088726	7374848.0	10744.0	21441.0	7552.0	13889.0	3192.0	0.35222237768760783	0.702903946388682	0.46928693490756557	0.8822261718681519	0.2978405857935731	0.5943782576321668	0.3968308218114029	5.0	1.3742553983618764	1.0	0.14091586001489204	0.05398361876396128	0.5936290284968052	176.59824635045007	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.35/summary_w4096_s2048.tsv	thr_0.35
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	gap50_min80	0.35	3520466.0	339723.0	179654.0	3335005.0	0.9119931692463762	0.9514464395749327	0.9313021465127946	0.5017215270063872	0.5234262455307553	7374848.0	10744.0	6226.0	4734.0	1492.0	6010.0	0.760359781561195	0.44061801935964257	0.5579257513258692	0.8546641895135654	0.5812720848056537	0.3368391660461653	0.4265173836181497	8.0	0.9375465376023827	1.0	0.00781831720029784	0.07110945644080417	0.0	620.011082557019	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.35/summary_w4096_s2048.tsv	thr_0.35
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	gap100_min100	0.35	3530231.0	427558.0	169889.0	3247170.0	0.8919704916052877	0.9540855431715728	0.9219830112893742	0.5017215270063872	0.5366604165943488	7374848.0	10744.0	4932.0	3402.0	1530.0	7342.0	0.6897810218978102	0.31664184661206257	0.43403929573870886	0.8422872154576729	0.4910786699107867	0.22542814594192107	0.30900739984689973	9.5	0.9299143708116158	1.0	0.003071481757259866	0.07352941176470588	0.0	802.4714111922141	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.35/summary_w4096_s2048.tsv	thr_0.35
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	gap200_min100	0.35	3559327.0	625327.0	140793.0	3049401.0	0.8505666179330477	0.9619490719219917	0.9028355156406512	0.5017215270063872	0.5674224065363788	7374848.0	10744.0	3656.0	2082.0	1574.0	8662.0	0.5694748358862144	0.1937825763216679	0.2891666666666666	0.8272015926978513	0.3796498905908096	0.12918838421444528	0.1927777777777778	11.0	0.9402457185405808	1.0	0.0013030528667163069	0.06133655994043187	0.0	1144.5990153172866	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.35/summary_w4096_s2048.tsv	thr_0.35
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	hmm_penalty2	0.35	3478038.0	233476.0	222082.0	3441252.0	0.9370941346307733	0.9399797844394235	0.9385347414618693	0.5017215270063872	0.5032665080012496	7374848.0	10744.0	9245.0	7335.0	1910.0	3409.0	0.7934018388318008	0.6827066269545793	0.7339036470058533	0.8829866331302895	0.6682531097890752	0.5750186150409531	0.618139976987343	4.5	0.9899478778853313	1.0	0.04560685033507074	0.06366344005956813	0.09378042184964847	401.46176311519747	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.35/summary_w4096_s2048.tsv	thr_0.35
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	crf_style_penalty4	0.35	3478746.0	234676.0	221374.0	3440052.0	0.9368033043376164	0.9401711295849864	0.9384841955437765	0.5017215270063872	0.5035252251978617	7374848.0	10744.0	8796.0	7096.0	1700.0	3648.0	0.8067303319690768	0.6604616530156366	0.7263050153531219	0.8816278119225164	0.6756480218281037	0.5531459419210722	0.6082906857727738	4.5	0.9762658227848101	1.0	0.035461653015636634	0.06543186895011169	0.07628467485220555	422.1716689404275	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.35/summary_w4096_s2048.tsv	thr_0.35
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	raw_threshold	0.4	3495963.0	262726.0	204157.0	3412002.0	0.9301016923719946	0.944824221917127	0.9374051540936362	0.5017215270063872	0.5096632500086782	7374848.0	10744.0	21274.0	7663.0	13611.0	3081.0	0.3602049450032904	0.7132352941176471	0.47866824910987577	0.8842699316514705	0.3059133214252139	0.6057334326135517	0.4065213317508901	4.5	1.390264333581534	1.0	0.15040953090096798	0.056217423678332094	0.5868195919902228	176.6799379524302	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.4/summary_w4096_s2048.tsv	thr_0.4
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	gap50_min80	0.4	3510441.0	321376.0	189679.0	3353352.0	0.9161296063982178	0.9487370679869842	0.9321482641185129	0.5017215270063872	0.5195791153932935	7374848.0	10744.0	6261.0	4795.0	1466.0	5949.0	0.765852100303466	0.4462956068503351	0.5639517788885622	0.8556529957535804	0.5860086248203162	0.34149292628443784	0.4315201411349604	7.5	0.935126582278481	1.0	0.008749069247952346	0.07464631422189129	0.0	612.0135761060534	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.4/summary_w4096_s2048.tsv	thr_0.4
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	gap100_min100	0.4	3521791.0	409426.0	178329.0	3265302.0	0.8958526074749881	0.9518045360691004	0.9229813858305563	0.5017215270063872	0.5330573592838794	7374848.0	10744.0	4953.0	3435.0	1518.0	7309.0	0.693519079345851	0.3197133283693224	0.437663247754348	0.844494840457906	0.4942459115687462	0.22784810126582278	0.3119067337707842	9.0	0.9265636634400596	1.0	0.003071481757259866	0.077066269545793	0.0	793.7042196648496	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.4/summary_w4096_s2048.tsv	thr_0.4
PIPE-TEFM-REPAIR-20260618	generanno	4096	2048	triangular	software_outputs/tefm_repair/PIPE-TEFM-REPAIR-20260618/data/human_H0_overlap_w4096_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w4096_seed42	3600	gap200_min100	0.4	3552005.0	604290.0	148115.0	3070438.0	0.8546084914569346	0.9599702171821455	0.9042304918973858	0.5017215270063872	0.5635770391471119	7374848.0	10744.0	3684.0	2110.0	1574.0	8634.0	0.5727470141150923	0.19638868205510052	0.29248683116163016	0.8292411678282132	0.38327904451682954	0.1314221891288161	0.19573052398114782	10.5	0.9368950111690245	1.0	0.0013030528667163069	0.06487341772151899	0.0	1128.2016829533115	WEIGHTED_MEAN	reports/tefm_repair/PIPE-TEFM-REPAIR-20260618/segment_threshold/thr_0.4/summary_w4096_s2048.tsv	thr_0.4
